produto;valor_unitario;quantidade;data_venda;codigo_venda;id_loja
Mouse;1661.82;4;2024-10-14;VND105297;102
Mouse;1893.29;6;2024-08-31;VND105298;104
Mouse;940.6;4;2024-08-29;VND105299;103
Monitor;1685.49;8;2024-07-22;VND105300;103
Cadeira Gamer;1588.04;2;2024-10-20;VND105301;102
Notebook;2801.81;4;2024-03-17;VND105302;105
Notebook;2404.76;2;2024-11-26;VND105303;102
Impressora;4006.43;5;2024-04-23;VND105304;105
Notebook;1227.32;4;2024-12-28;VND105305;103
Cadeira Gamer;3808.34;3;2024-06-04;VND105306;101
Notebook;4301.01;5;2024-06-29;VND105307;105
Webcam;3511.06;10;2025-02-23;VND105308;105
Webcam;1292.71;8;2024-08-24;VND105309;105
Cadeira Gamer;1220.55;6;2024-05-07;VND105310;101
Webcam;636.27;7;2025-01-11;VND105311;104
Pendrive;133.18;5;2024-06-29;VND105312;103
Teclado;3260.15;9;2024-07-28;VND105313;105
Mesa Escritório;2723.92;2;2024-05-24;VND105314;105
Impressora;104.91;8;2024-08-08;VND105315;102
Pendrive;4490.97;4;2024-10-19;VND105316;102
Impressora;2822.85;10;2024-03-27;VND105317;103
Teclado;3839.41;7;2025-03-13;VND105318;101
Mouse;2955.31;6;2024-09-09;VND105319;103
Pendrive;2144.67;10;2024-07-02;VND105320;104
Teclado;745.16;9;2024-11-21;VND105321;103
Notebook;2271.51;8;2024-12-06;VND105322;104
Cadeira Gamer;4538.33;4;2024-11-23;VND105323;102
Monitor;1010.18;1;2024-03-23;VND105324;102
Headset;3603.25;8;2024-11-23;VND105325;104
Mouse;871.82;6;2024-12-21;VND105326;103
Headset;3990.0;3;2024-07-06;VND105327;103
Monitor;4727.37;5;2024-10-01;VND105328;105
Webcam;2205.28;6;2024-06-17;VND105329;101
Teclado;2183.75;1;2024-03-24;VND105330;104
Webcam;2987.8;7;2025-01-16;VND105331;105
Mouse;1438.92;5;2024-04-23;VND105332;104
Webcam;4292.52;2;2024-11-22;VND105333;104
Pendrive;3580.76;1;2024-07-06;VND105334;103
Cadeira Gamer;432.71;9;2024-05-01;VND105335;101
Notebook;1947.7;6;2024-12-09;VND105336;104
Notebook;81.78;6;2024-08-31;VND105337;103
Headset;4181.65;8;2025-01-24;VND105338;102
Pendrive;377.56;3;2024-06-14;VND105339;105
Notebook;516.5;10;2024-07-21;VND105340;103
Mesa Escritório;2114.52;7;2024-10-26;VND105341;104
Headset;3643.74;7;2024-04-06;VND105342;101
Mesa Escritório;3386.64;5;2024-11-19;VND105343;105
Monitor;1139.23;8;2024-07-05;VND105344;103
Monitor;1094.34;10;2024-11-11;VND105345;103
Mouse;3582.76;3;2024-08-14;VND105346;105
Mouse;154.77;9;2024-07-08;VND105347;105
Notebook;4880.95;10;2024-04-27;VND105348;105
Impressora;1069.53;9;2025-03-12;VND105349;104
Notebook;1549.81;9;2025-01-26;VND105350;105
Webcam;4369.03;6;2025-01-09;VND105351;102
Webcam;3383.6;9;2025-03-10;VND105352;103
Mesa Escritório;1020.09;7;2024-11-18;VND105353;103
Mouse;3333.97;4;2024-05-11;VND105354;104
Teclado;4045.02;9;2024-04-02;VND105355;103
Monitor;3372.66;2;2024-06-08;VND105356;101
Monitor;323.06;6;2024-05-12;VND105357;101
Webcam;3431.29;8;2024-07-18;VND105358;104
Headset;2572.12;4;2024-08-16;VND105359;102
Pendrive;118.62;4;2024-06-03;VND105360;104
Pendrive;4672.87;8;2025-03-04;VND105361;104
Monitor;3336.4;2;2025-03-15;VND105362;104
Notebook;4310.53;4;2024-07-27;VND105363;102
Headset;896.96;5;2024-07-03;VND105364;102
Mesa Escritório;240.49;8;2024-06-03;VND105365;105
Cadeira Gamer;816.46;10;2024-10-15;VND105366;103
Webcam;4152.9;1;2024-06-20;VND105367;103
Webcam;4035.22;3;2024-11-03;VND105368;102
Monitor;1299.5;4;2024-10-16;VND105369;101
Monitor;1364.14;10;2024-12-31;VND105370;102
Pendrive;3216.07;7;2025-02-12;VND105371;101
Teclado;2648.28;9;2024-07-16;VND105372;104
Webcam;351.53;8;2024-05-21;VND105373;105
Headset;1822.59;5;2025-01-01;VND105374;105
Teclado;3688.01;7;2024-07-16;VND105375;104
Monitor;3459.06;6;2024-10-01;VND105376;103
Monitor;3184.99;5;2024-09-10;VND105377;104
Cadeira Gamer;3620.11;7;2024-04-17;VND105378;101
Monitor;1721.62;5;2025-01-28;VND105379;105
Notebook;3212.81;3;2025-02-08;VND105380;104
Headset;4640.15;5;2024-06-21;VND105381;105
Cadeira Gamer;4851.74;4;2024-12-21;VND105382;101
Pendrive;2243.83;10;2025-02-08;VND105383;103
Pendrive;2950.71;5;2024-11-26;VND105384;103
Headset;4290.92;2;2025-02-10;VND105385;102
Cadeira Gamer;1436.18;2;2024-06-30;VND105386;105
Mouse;2683.97;3;2024-11-10;VND105387;105
Webcam;4612.29;5;2025-02-06;VND105388;105
Webcam;1402.13;3;2025-02-10;VND105389;103
Webcam;3221.51;9;2024-09-21;VND105390;104
Headset;510.32;9;2024-06-12;VND105391;104
Headset;3370.95;10;2025-03-13;VND105392;105
Monitor;1489.3;6;2025-01-08;VND105393;105
Notebook;1100.91;8;2024-03-25;VND105394;102
Mouse;3809.44;6;2024-07-14;VND105395;104
Teclado;382.47;1;2025-01-29;VND105396;101
Monitor;928.88;6;2025-01-21;VND105397;102
Teclado;4655.15;8;2024-07-05;VND105398;102
Cadeira Gamer;1334.28;2;2024-06-12;VND105399;102
Mouse;3489.15;7;2024-05-17;VND105400;101
Monitor;1866.46;4;2024-08-28;VND105401;102
Webcam;2172.14;10;2024-12-06;VND105402;102
Mouse;2512.75;4;2025-02-22;VND105403;103
Mouse;4853.15;8;2024-03-31;VND105404;105
Headset;4822.95;4;2024-03-23;VND105405;102
Impressora;1281.62;4;2024-05-17;VND105406;101
Teclado;4106.51;6;2024-09-14;VND105407;104
Monitor;1993.97;5;2025-02-22;VND105408;104
Webcam;649.24;3;2024-05-26;VND105409;103
Webcam;4620.84;8;2024-04-21;VND105410;105
Cadeira Gamer;1784.15;2;2024-04-29;VND105411;102
Teclado;1372.17;5;2025-01-10;VND105412;105
Webcam;3520.66;8;2024-05-09;VND105413;102
Webcam;299.49;2;2024-04-11;VND105414;105
Mesa Escritório;3321.63;9;2024-09-27;VND105415;102
Mouse;840.37;7;2024-07-05;VND105416;103
Headset;164.93;4;2025-02-24;VND105417;101
Teclado;2499.93;1;2024-05-23;VND105418;102
Notebook;1026.98;8;2024-03-25;VND105419;102
Teclado;658.47;2;2024-08-16;VND105420;104
Notebook;1514.55;10;2024-11-27;VND105421;101
Webcam;2892.33;1;2024-07-02;VND105422;101
Mesa Escritório;670.6;2;2024-11-11;VND105423;102
Monitor;1880.97;1;2024-06-30;VND105424;103
Notebook;1561.53;4;2024-09-07;VND105425;101
Mesa Escritório;2076.46;3;2024-06-27;VND105426;104
Monitor;685.27;4;2024-05-19;VND105427;101
Teclado;2025.63;3;2025-02-15;VND105428;102
Webcam;900.92;7;2024-09-23;VND105429;101
Mesa Escritório;1260.92;1;2024-03-27;VND105430;104
Headset;4251.51;5;2025-03-07;VND105431;103
Headset;1104.2;1;2024-08-17;VND105432;101
Teclado;829.83;6;2025-01-09;VND105433;105
Mouse;1084.73;5;2024-07-06;VND105434;104
Headset;1354.48;9;2024-05-06;VND105435;103
Cadeira Gamer;2724.25;1;2024-12-09;VND105436;105
Notebook;1922.81;4;2024-08-15;VND105437;104
Headset;2335.71;7;2024-03-21;VND105438;103
Notebook;996.63;8;2024-10-04;VND105439;101
Pendrive;215.55;10;2025-01-21;VND105440;105
Webcam;1510.47;10;2025-01-11;VND105441;101
Headset;1433.87;3;2024-04-29;VND105442;104
Teclado;1175.09;1;2025-01-13;VND105443;105
Mouse;3326.27;4;2024-07-09;VND105444;105
Webcam;3602.62;5;2024-10-18;VND105445;101
Headset;4432.94;8;2024-07-23;VND105446;104
Mesa Escritório;3586.07;9;2024-10-28;VND105447;102
Mouse;4254.85;5;2024-08-09;VND105448;103
Mouse;2487.48;2;2024-08-11;VND105449;105
Headset;745.52;6;2024-10-25;VND105450;103
Pendrive;2866.12;3;2025-03-08;VND105451;103
Mouse;2985.1;7;2024-05-08;VND105452;102
Notebook;1857.65;8;2024-06-02;VND105453;105
Notebook;2848.3;3;2024-06-07;VND105454;104
Cadeira Gamer;4354.18;9;2024-06-08;VND105455;101
Headset;3352.52;3;2024-12-02;VND105456;103
Pendrive;1894.47;6;2024-04-05;VND105457;104
Cadeira Gamer;1752.07;3;2024-04-22;VND105458;101
Mouse;3051.58;10;2025-02-23;VND105459;101
Cadeira Gamer;4985.65;9;2024-12-24;VND105460;103
Mouse;147.11;5;2024-09-26;VND105461;105
Teclado;126.97;9;2024-04-12;VND105462;104
Headset;4363.28;1;2024-08-21;VND105463;104
Headset;341.35;1;2024-12-24;VND105464;101
Pendrive;4686.03;6;2024-05-08;VND105465;104
Mesa Escritório;1910.86;3;2024-07-11;VND105466;102
Headset;1190.88;2;2024-05-15;VND105467;104
Mesa Escritório;3969.62;7;2024-09-29;VND105468;102
Notebook;395.1;4;2024-05-15;VND105469;104
Notebook;4813.85;1;2024-09-07;VND105470;103
Mesa Escritório;1804.75;6;2024-09-17;VND105471;101
Mesa Escritório;814.74;2;2024-06-18;VND105472;101
Cadeira Gamer;2752.79;2;2024-10-10;VND105473;103
Pendrive;1359.54;5;2024-04-06;VND105474;102
Teclado;4436.32;6;2024-07-04;VND105475;101
Mesa Escritório;192.58;2;2024-08-01;VND105476;102
Teclado;2616.14;3;2024-12-14;VND105477;102
Pendrive;4629.13;9;2025-03-11;VND105478;105
Impressora;4744.13;6;2024-10-28;VND105479;105
Cadeira Gamer;3629.35;3;2024-12-01;VND105480;102
Monitor;4279.47;4;2024-07-15;VND105481;103
Monitor;2591.65;5;2025-02-22;VND105482;103
Mesa Escritório;4764.78;10;2024-11-15;VND105483;103
Webcam;4672.03;1;2024-09-18;VND105484;105
Headset;3831.09;2;2024-06-26;VND105485;103
Impressora;808.62;6;2024-07-04;VND105486;105
Monitor;4807.52;7;2024-12-23;VND105487;102
Mesa Escritório;557.94;10;2024-11-05;VND105488;104
Impressora;800.76;3;2025-02-17;VND105489;103
Pendrive;4295.88;9;2024-12-28;VND105490;103
Mesa Escritório;541.74;5;2025-01-05;VND105491;104
Monitor;3776.68;6;2024-10-02;VND105492;104
Notebook;1871.43;6;2024-12-09;VND105493;104
Mouse;4308.55;5;2024-10-24;VND105494;102
Headset;2183.7;3;2025-03-09;VND105495;105
Webcam;893.39;1;2024-12-05;VND105496;103
Mesa Escritório;1502.2;9;2025-01-21;VND105497;105
Cadeira Gamer;1224.99;10;2024-06-03;VND105498;103
Teclado;1993.27;1;2024-08-08;VND105499;101
Headset;887.38;1;2024-04-13;VND105500;103
Pendrive;4414.51;8;2024-12-12;VND105501;103
Impressora;1680.57;4;2025-03-13;VND105502;102
Cadeira Gamer;1857.28;10;2024-05-29;VND105503;104
Impressora;3225.63;4;2024-10-09;VND105504;105
Notebook;3025.7;2;2024-10-30;VND105505;102
Mouse;3442.96;9;2025-01-15;VND105506;102
Webcam;3138.45;8;2024-05-10;VND105507;104
Headset;4993.43;2;2024-12-28;VND105508;104
Impressora;2136.42;8;2025-01-19;VND105509;102
Notebook;4637.47;4;2024-11-14;VND105510;104
Monitor;3641.79;8;2024-09-29;VND105511;104
Webcam;4748.21;10;2025-02-14;VND105512;103
Teclado;1561.46;9;2024-07-04;VND105513;104
Mesa Escritório;503.56;5;2025-01-05;VND105514;102
Pendrive;3341.81;2;2024-08-23;VND105515;105
Pendrive;485.54;6;2024-05-31;VND105516;103
Impressora;1818.41;10;2024-12-22;VND105517;102
Notebook;1041.41;4;2024-06-18;VND105518;102
Headset;3115.56;7;2025-02-04;VND105519;104
Headset;4606.43;9;2024-06-18;VND105520;103
Notebook;3561.69;6;2024-10-27;VND105521;103
Mesa Escritório;1050.4;1;2024-12-08;VND105522;103
Mouse;3604.33;4;2025-02-07;VND105523;104
Webcam;4068.58;3;2025-03-13;VND105524;103
Notebook;1870.42;1;2024-07-22;VND105525;105
Teclado;1165.88;4;2024-08-04;VND105526;101
Notebook;2177.84;10;2024-04-22;VND105527;103
Teclado;4611.34;8;2024-11-30;VND105528;105
Cadeira Gamer;1761.42;9;2024-06-15;VND105529;105
Monitor;4569.35;8;2024-10-01;VND105530;103
Mouse;415.44;10;2024-07-18;VND105531;104
Monitor;897.57;6;2024-04-14;VND105532;104
Monitor;1368.52;1;2025-02-20;VND105533;105
Cadeira Gamer;4000.57;5;2024-09-18;VND105534;105
Teclado;1764.84;2;2024-08-03;VND105535;104
Headset;2268.11;2;2024-12-13;VND105536;101
Headset;3158.06;3;2024-11-19;VND105537;102
Mouse;3422.54;8;2024-10-26;VND105538;103
Impressora;2409.47;7;2024-07-14;VND105539;101
Monitor;3196.53;7;2024-08-13;VND105540;104
Teclado;2134.17;10;2024-12-21;VND105541;104
Notebook;2623.9;6;2024-08-08;VND105542;101
Notebook;2661.62;7;2024-04-04;VND105543;103
Mouse;340.96;3;2025-02-14;VND105544;104
Mesa Escritório;2585.52;2;2025-01-25;VND105545;105
Mesa Escritório;2565.48;4;2024-12-14;VND105546;103
Headset;2256.26;3;2025-02-21;VND105547;102
Impressora;1673.27;8;2024-04-18;VND105548;101
Teclado;1708.79;3;2024-09-07;VND105549;102
Teclado;3756.05;7;2024-09-27;VND105550;102
Headset;1667.51;10;2024-03-28;VND105551;103
Webcam;854.75;2;2024-04-03;VND105552;103
Mesa Escritório;2919.33;9;2025-02-28;VND105553;105
Teclado;1971.08;10;2025-02-16;VND105554;104
Webcam;475.22;10;2024-11-13;VND105555;101
Impressora;3105.9;6;2024-09-30;VND105556;105
Monitor;2004.01;7;2024-12-28;VND105557;105
Headset;4293.63;5;2024-12-26;VND105558;101
Impressora;425.11;3;2024-06-28;VND105559;101
Pendrive;3703.82;1;2024-04-30;VND105560;103
Teclado;794.48;4;2024-07-26;VND105561;103
Notebook;3388.71;3;2024-05-03;VND105562;103
Monitor;171.29;10;2024-08-06;VND105563;105
Mouse;610.86;3;2024-11-07;VND105564;101
Pendrive;4199.67;5;2024-08-23;VND105565;102
Pendrive;673.52;1;2024-10-08;VND105566;102
Notebook;2259.25;10;2024-12-30;VND105567;101
Cadeira Gamer;517.86;7;2024-09-09;VND105568;103
Webcam;4374.43;9;2024-06-13;VND105569;101
Headset;1111.36;2;2024-04-24;VND105570;101
Headset;3780.39;7;2024-09-12;VND105571;105
Pendrive;4945.06;4;2024-09-09;VND105572;105
Monitor;1164.96;2;2024-12-14;VND105573;101
Impressora;84.05;1;2024-08-07;VND105574;101
Mouse;3654.53;7;2025-01-13;VND105575;104
Monitor;1858.5;7;2024-05-05;VND105576;105
Cadeira Gamer;3651.89;3;2024-06-06;VND105577;102
Cadeira Gamer;4390.2;10;2024-04-29;VND105578;103
Mesa Escritório;3653.75;3;2024-08-19;VND105579;103
Notebook;947.94;5;2024-12-07;VND105580;105
Cadeira Gamer;4205.95;6;2025-01-02;VND105581;102
Pendrive;379.48;1;2024-09-30;VND105582;101
Teclado;534.08;5;2024-11-16;VND105583;104
Headset;4000.7;4;2024-08-26;VND105584;101
Teclado;3243.7;4;2025-03-02;VND105585;103
Impressora;4134.69;6;2025-03-08;VND105586;102
Pendrive;4499.77;2;2025-02-07;VND105587;103
Teclado;3492.7;10;2024-07-09;VND105588;103
Monitor;4334.45;7;2024-05-15;VND105589;103
Webcam;1297.9;9;2024-05-25;VND105590;105
Headset;1194.3;10;2025-02-24;VND105591;101
Cadeira Gamer;3146.46;4;2024-03-24;VND105592;104
Notebook;3128.73;9;2024-05-27;VND105593;103
Mouse;3900.29;1;2024-04-02;VND105594;103
Notebook;4751.59;5;2024-07-09;VND105595;104
Headset;4175.45;9;2024-12-16;VND105596;102
Teclado;1964.91;2;2024-08-10;VND105597;104
Webcam;293.18;8;2024-06-12;VND105598;104
Monitor;2795.33;9;2024-07-11;VND105599;101
Webcam;167.0;2;2024-12-22;VND105600;102
Impressora;859.24;5;2025-02-07;VND105601;102
Webcam;4369.29;8;2024-08-19;VND105602;102
Impressora;4250.77;10;2024-08-09;VND105603;102
Teclado;4194.95;4;2024-06-13;VND105604;103
Teclado;3553.04;8;2024-04-07;VND105605;105
Mouse;1163.09;3;2024-07-22;VND105606;105
Mouse;852.97;3;2024-11-30;VND105607;105
Teclado;1936.1;10;2024-06-14;VND105608;103
Impressora;117.61;3;2024-04-29;VND105609;102
Notebook;1150.98;8;2024-07-02;VND105610;102
Pendrive;4028.4;10;2024-07-22;VND105611;101
Teclado;2703.25;3;2025-02-27;VND105612;105
Cadeira Gamer;2610.54;5;2025-02-15;VND105613;105
Mesa Escritório;4928.87;9;2024-04-16;VND105614;103
Pendrive;608.74;7;2024-12-15;VND105615;105
Impressora;2921.5;4;2024-09-15;VND105616;102
Impressora;271.91;1;2024-10-12;VND105617;104
Teclado;1556.11;9;2024-07-05;VND105618;102
Notebook;167.46;7;2024-05-20;VND105619;105
Notebook;1354.95;4;2024-11-12;VND105620;104
Webcam;1764.46;5;2024-07-18;VND105621;101
Pendrive;478.27;2;2024-06-24;VND105622;101
Mouse;1037.65;7;2024-06-16;VND105623;103
Pendrive;2728.34;4;2024-07-02;VND105624;102
Mesa Escritório;384.46;9;2024-11-10;VND105625;104
Monitor;1932.66;5;2024-08-12;VND105626;101
Mouse;2460.68;6;2024-09-03;VND105627;102
Monitor;990.06;9;2024-05-10;VND105628;102
Cadeira Gamer;424.14;7;2024-03-28;VND105629;103
Impressora;1452.4;1;2024-03-18;VND105630;105
Impressora;2830.02;7;2024-10-21;VND105631;104
Headset;3373.45;1;2025-02-06;VND105632;104
Impressora;4002.38;6;2025-02-17;VND105633;101
Monitor;1627.32;10;2025-01-06;VND105634;104
Teclado;1683.02;8;2024-09-12;VND105635;103
Pendrive;152.48;1;2024-08-30;VND105636;102
Monitor;2032.73;9;2024-03-29;VND105637;102
Impressora;961.32;1;2024-10-29;VND105638;105
Cadeira Gamer;4228.57;7;2024-05-14;VND105639;105
Cadeira Gamer;1856.98;9;2025-02-05;VND105640;104
Monitor;247.68;6;2024-08-13;VND105641;103
Impressora;3754.05;10;2024-03-26;VND105642;102
Cadeira Gamer;1263.09;7;2024-05-21;VND105643;101
Mouse;3063.95;7;2024-05-18;VND105644;101
Teclado;3175.62;10;2024-11-24;VND105645;105
Headset;3864.44;3;2024-08-01;VND105646;102
Webcam;4324.18;10;2024-05-20;VND105647;102
Webcam;3747.5;10;2024-08-19;VND105648;104
Notebook;3522.23;5;2025-01-24;VND105649;101
Webcam;1826.79;2;2024-07-04;VND105650;104
Notebook;1796.26;7;2024-09-15;VND105651;101
Webcam;2357.42;7;2024-04-27;VND105652;104
Mesa Escritório;3067.03;5;2025-03-14;VND105653;101
Headset;3409.91;10;2024-09-18;VND105654;105
Impressora;2657.89;6;2025-01-21;VND105655;105
Mouse;4287.24;6;2024-11-04;VND105656;105
Notebook;4322.39;3;2024-07-28;VND105657;103
Teclado;3754.15;3;2025-01-27;VND105658;103
Teclado;2510.23;3;2025-01-26;VND105659;101
Mouse;1735.99;10;2024-11-18;VND105660;101
Teclado;1131.1;2;2024-11-24;VND105661;102
Cadeira Gamer;1356.23;6;2024-10-25;VND105662;102
Cadeira Gamer;4768.83;8;2025-02-18;VND105663;102
Monitor;1023.62;2;2024-11-17;VND105664;104
Pendrive;817.11;9;2024-03-30;VND105665;105
Pendrive;865.16;10;2024-05-24;VND105666;105
Monitor;4108.12;7;2024-11-12;VND105667;102
Webcam;3397.46;6;2024-07-24;VND105668;105
Teclado;305.04;3;2024-05-25;VND105669;103
Headset;387.71;2;2024-12-16;VND105670;105
Mesa Escritório;199.21;3;2024-05-11;VND105671;101
Mouse;4049.63;1;2025-03-02;VND105672;105
Notebook;3273.56;2;2024-08-13;VND105673;102
Impressora;2633.38;8;2024-12-28;VND105674;104
Pendrive;1731.06;2;2024-09-17;VND105675;105
Headset;3045.61;5;2025-01-24;VND105676;103
Headset;4265.11;7;2024-06-07;VND105677;102
Headset;1424.31;8;2024-08-22;VND105678;103
Impressora;3269.9;10;2024-05-06;VND105679;102
Mouse;3967.41;6;2024-09-06;VND105680;102
Mesa Escritório;4246.07;2;2024-07-25;VND105681;105
Pendrive;3122.06;5;2024-05-06;VND105682;105
Impressora;1093.07;5;2024-04-26;VND105683;104
Monitor;4780.9;3;2024-03-20;VND105684;101
Teclado;3349.81;8;2024-05-21;VND105685;101
Notebook;1824.76;7;2025-02-22;VND105686;103
Monitor;2167.65;7;2024-10-05;VND105687;105
Mesa Escritório;716.86;4;2024-08-12;VND105688;103
Mouse;3028.58;4;2024-03-21;VND105689;104
Pendrive;680.49;9;2024-08-20;VND105690;103
Headset;3282.62;5;2025-02-06;VND105691;104
Notebook;4273.19;10;2024-06-29;VND105692;104
Impressora;4503.51;4;2024-04-11;VND105693;101
Mesa Escritório;1585.8;2;2024-11-21;VND105694;101
Monitor;1420.03;1;2025-01-07;VND105695;101
Webcam;4373.93;3;2024-09-23;VND105696;102
Pendrive;1979.65;8;2024-11-05;VND105697;104
Monitor;3728.9;8;2024-10-08;VND105698;105
Headset;583.18;9;2024-07-10;VND105699;101
Mouse;4019.19;4;2024-07-18;VND105700;105
Mouse;2706.1;8;2024-07-11;VND105701;105
Cadeira Gamer;4291.75;1;2024-08-07;VND105702;104
Monitor;1063.11;1;2025-02-17;VND105703;103
Cadeira Gamer;2617.03;4;2024-06-08;VND105704;102
Mouse;4621.1;5;2024-10-16;VND105705;101
Mesa Escritório;78.58;5;2024-09-21;VND105706;101
Teclado;1613.97;4;2024-03-24;VND105707;105
Headset;4445.01;7;2024-08-18;VND105708;104
Cadeira Gamer;1270.96;1;2024-05-02;VND105709;102
Mesa Escritório;1818.1;2;2024-06-22;VND105710;104
Monitor;3224.16;5;2024-07-21;VND105711;103
Teclado;536.37;3;2024-12-23;VND105712;102
Mesa Escritório;273.93;10;2024-12-22;VND105713;103
Monitor;4460.48;4;2024-09-07;VND105714;102
Cadeira Gamer;3933.13;5;2024-05-25;VND105715;103
Cadeira Gamer;1926.22;8;2025-02-12;VND105716;101
Pendrive;4215.62;9;2025-03-14;VND105717;103
Pendrive;126.69;1;2025-01-20;VND105718;101
Mouse;4762.28;1;2024-12-29;VND105719;105
Impressora;229.73;7;2024-03-31;VND105720;101
Impressora;3090.42;8;2024-06-08;VND105721;102
Headset;874.39;7;2025-01-16;VND105722;101
Mouse;2028.95;5;2025-03-10;VND105723;102
Webcam;3671.54;3;2024-04-15;VND105724;103
Notebook;3558.1;9;2025-02-23;VND105725;102
Mesa Escritório;2014.11;1;2024-08-12;VND105726;102
Cadeira Gamer;4085.33;7;2024-10-27;VND105727;104
Cadeira Gamer;3569.02;10;2024-10-25;VND105728;102
Monitor;4376.21;1;2024-05-06;VND105729;103
Teclado;1587.26;4;2024-09-03;VND105730;105
Notebook;4120.74;9;2024-06-19;VND105731;103
Webcam;3748.57;3;2024-11-25;VND105732;101
Monitor;2590.62;7;2025-01-22;VND105733;102
Cadeira Gamer;4628.93;8;2024-11-30;VND105734;104
Impressora;801.74;2;2024-11-09;VND105735;102
Teclado;4447.92;8;2024-05-11;VND105736;103
Notebook;283.55;2;2024-05-17;VND105737;103
Pendrive;4415.08;4;2024-05-05;VND105738;105
Cadeira Gamer;3656.63;9;2024-08-16;VND105739;101
Mesa Escritório;3744.66;8;2024-11-22;VND105740;103
Notebook;3386.88;2;2024-12-17;VND105741;103
Monitor;2828.01;7;2024-06-23;VND105742;103
Cadeira Gamer;2184.53;3;2024-05-13;VND105743;105
Mesa Escritório;3226.98;1;2024-09-11;VND105744;105
Mouse;168.74;5;2025-01-21;VND105745;105
Mouse;3403.93;2;2025-02-28;VND105746;104
Notebook;1451.21;4;2024-10-02;VND105747;105
Webcam;4856.47;2;2024-10-10;VND105748;105
Mesa Escritório;3634.22;3;2025-02-27;VND105749;105
Cadeira Gamer;3647.32;7;2024-12-14;VND105750;102
Webcam;1136.47;2;2024-04-09;VND105751;101
Monitor;3919.37;10;2024-05-19;VND105752;104
Mouse;1967.77;3;2024-03-18;VND105753;103
Impressora;2808.86;3;2024-03-25;VND105754;104
Teclado;4416.85;8;2025-03-15;VND105755;104
Headset;1914.09;3;2025-02-15;VND105756;101
Headset;4090.04;9;2025-03-02;VND105757;105
Impressora;4189.1;5;2025-01-28;VND105758;101
Notebook;1644.11;8;2024-11-22;VND105759;103
Pendrive;1210.6;7;2024-11-02;VND105760;104
Webcam;1563.62;3;2024-08-08;VND105761;102
Mesa Escritório;3144.15;3;2024-03-29;VND105762;105
Impressora;2215.33;1;2025-02-10;VND105763;103
Cadeira Gamer;2973.66;5;2024-06-10;VND105764;103
Pendrive;253.49;4;2024-07-13;VND105765;102
Impressora;646.75;6;2024-05-24;VND105766;105
Mouse;658.67;10;2024-05-22;VND105767;105
Mouse;951.44;2;2024-06-08;VND105768;102
Notebook;2877.33;10;2024-04-03;VND105769;104
Teclado;1474.42;5;2024-12-21;VND105770;103
Notebook;2008.87;5;2025-01-21;VND105771;103
Cadeira Gamer;1378.68;10;2024-07-27;VND105772;101
Teclado;4632.41;10;2024-11-13;VND105773;102
Webcam;4763.59;2;2024-11-28;VND105774;103
Monitor;1440.75;3;2024-09-19;VND105775;103
Notebook;2386.9;4;2025-03-13;VND105776;105
Webcam;4691.22;6;2024-03-16;VND105777;103
Teclado;583.13;9;2025-01-12;VND105778;105
Mesa Escritório;2281.65;1;2024-03-24;VND105779;103
Mesa Escritório;1177.41;2;2024-12-23;VND105780;105
Mouse;4427.23;9;2024-03-27;VND105781;103
Headset;3814.98;6;2024-09-18;VND105782;105
Monitor;976.63;4;2025-01-16;VND105783;103
Impressora;3379.35;4;2024-10-10;VND105784;104
Teclado;1771.77;5;2024-09-14;VND105785;102
Teclado;3950.26;7;2024-06-01;VND105786;104
Impressora;3977.28;6;2024-10-14;VND105787;102
Cadeira Gamer;310.17;1;2025-03-16;VND105788;103
Impressora;1094.82;8;2024-11-09;VND105789;101
Monitor;4887.8;5;2025-02-06;VND105790;101
Mouse;1244.16;7;2025-02-14;VND105791;105
Monitor;4731.95;3;2024-08-15;VND105792;103
Notebook;4130.15;6;2024-04-13;VND105793;103
Pendrive;2670.17;4;2024-03-24;VND105794;102
Notebook;1943.19;6;2025-01-07;VND105795;101
Mouse;3043.8;9;2024-09-04;VND105796;105
Mesa Escritório;2211.42;7;2024-07-08;VND105797;105
Mouse;3061.04;9;2024-10-05;VND105798;104
Pendrive;403.09;8;2024-10-06;VND105799;104
Teclado;2783.13;5;2024-10-23;VND105800;103
Mesa Escritório;3601.24;9;2025-01-14;VND105801;101
Impressora;4323.64;9;2025-03-01;VND105802;102
Mouse;2801.89;6;2024-05-20;VND105803;102
Notebook;4781.05;2;2024-07-12;VND105804;103
Teclado;3422.13;8;2024-06-22;VND105805;105
Cadeira Gamer;2062.64;3;2024-09-18;VND105806;103
Pendrive;4167.31;1;2025-02-26;VND105807;101
Notebook;2698.01;8;2024-08-13;VND105808;101
Monitor;3433.7;3;2024-09-10;VND105809;103
Webcam;472.18;9;2025-01-25;VND105810;103
Headset;4887.61;7;2025-02-19;VND105811;103
Mesa Escritório;1246.81;6;2024-04-08;VND105812;105
Notebook;2084.03;8;2025-01-13;VND105813;105
Teclado;2732.99;5;2024-08-14;VND105814;103
Impressora;53.72;7;2024-06-20;VND105815;102
Teclado;4917.92;7;2024-08-26;VND105816;101
Headset;797.83;5;2024-05-29;VND105817;102
Cadeira Gamer;3800.54;2;2024-06-24;VND105818;105
Teclado;3990.06;2;2024-12-08;VND105819;101
Headset;3723.55;4;2025-01-01;VND105820;104
Monitor;1314.8;8;2024-04-22;VND105821;104
